territorio_id,territorio_nome,cod_municipio,municipio_nome,sigla_uf,ano,fonte,tema,indicador,valor,cor_ou_raca,sexo,grupo_de_idade,situacao,nacionalidade,grupo_de_unidade_de_conservacao,lugar,pais
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,6,,,,,,,Paraná,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Minas Gerais,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Mato Grosso do Sul,
5,Rio Branco-Brasiléia,1200807,Porto Acre ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,2,,,,,,,Exterior,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,219,,,,,,,Pará,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,58,,,,,,,Maranhão,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,24,,,,,,,Mato Grosso,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,17,,,,,,,Espírito Santo,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,13,,,,,,,Goiás,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,São Paulo,
2,Macapá,1600535,Porto Grande ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,9,,,,,,,Piauí,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,39,,,,,,,São Paulo,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,14,,,,,,,Sergipe,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,12,,,,,,,Santa Catarina,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,12,,,,,,,Goiás,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Minas Gerais,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,8,,,,,,,Maranhão,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Exterior,
6,Salgado-Bragantino,1506104,Primavera ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,4,,,,,,,Mato Grosso,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,62,,,,,,,São Paulo,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,27,,,,,,,Goiás,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,20,,,,,,,Maranhão,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,20,,,,,,,Sem declaração,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,15,,,,,,,Amazonas,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,15,,,,,,,Santa Catarina,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Tocantins,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Distrito Federal,
6,Salgado-Bragantino,1506112,Quatipuru ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,4,,,,,,,Amapá,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,1443,,,,,,,Amazonas,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,1093,,,,,,,Rondônia,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,331,,,,,,,São Paulo,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,325,,,,,,,Exterior,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,185,,,,,,,Rio de Janeiro,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,175,,,,,,,Pará,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,168,,,,,,,Bahia,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,168,,,,,,,Paraná,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,160,,,,,,,Distrito Federal,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,150,,,,,,,Goiás,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,115,,,,,,,Mato Grosso do Sul,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,99,,,,,,,Rio Grande do Sul,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,94,,,,,,,Mato Grosso,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,90,,,,,,,Santa Catarina,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,84,,,,,,,Pernambuco,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,78,,,,,,,Ceará,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,66,,,,,,,Minas Gerais,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,54,,,,,,,Maranhão,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,54,,,,,,,Rio Grande do Norte,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,50,,,,,,,Roraima,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,32,,,,,,,Espírito Santo,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,30,,,,,,,Paraíba,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,21,,,,,,,Piauí,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,13,,,,,,,Tocantins,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,12,,,,,,,Sergipe,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Alagoas,
5,Rio Branco-Brasiléia,1200401,Rio Branco ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Sem declaração,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,133,,,,,,,Amazonas,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,92,,,,,,,Ceará,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,71,,,,,,,Distrito Federal,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,62,,,,,,,Santa Catarina,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,58,,,,,,,São Paulo,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,56,,,,,,,Maranhão,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,47,,,,,,,Goiás,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,35,,,,,,,Rio de Janeiro,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,30,,,,,,,Acre,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,29,,,,,,,Amapá,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,26,,,,,,,Minas Gerais,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,22,,,,,,,Rio Grande do Sul,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,22,,,,,,,Exterior,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,12,,,,,,,Pernambuco,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Piauí,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Mato Grosso do Sul,
6,Salgado-Bragantino,1506203,Salinópolis ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,8,,,,,,,Roraima,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,63,,,,,,,Maranhão,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,34,,,,,,,Mato Grosso,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,29,,,,,,,Amazonas,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,19,,,,,,,Ceará,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,17,,,,,,,Goiás,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Bahia,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,8,,,,,,,Amapá,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Rio de Janeiro,
6,Salgado-Bragantino,1506609,Santa Maria do Pará ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Santa Catarina,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,1706,,,,,,,Pará,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,114,,,,,,,Rio de Janeiro,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,109,,,,,,,Ceará,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,87,,,,,,,Exterior,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,85,,,,,,,Maranhão,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,54,,,,,,,São Paulo,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,32,,,,,,,Distrito Federal,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,31,,,,,,,Roraima,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,27,,,,,,,Amazonas,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,23,,,,,,,Paraná,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,21,,,,,,,Goiás,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,17,,,,,,,Acre,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,15,,,,,,,Tocantins,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Minas Gerais,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Mato Grosso,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Santa Catarina,
2,Macapá,1600600,Santana ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Pernambuco,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Goiás,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,9,,,,,,,Mato Grosso,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,6,,,,,,,São Paulo,
6,Salgado-Bragantino,1506906,Santarém Novo ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,4,,,,,,,Rio de Janeiro,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,131,,,,,,,Rondônia,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,98,,,,,,,Amazonas,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,60,,,,,,,Pará,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,39,,,,,,,Paraná,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,20,,,,,,,Alagoas,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,14,,,,,,,Mato Grosso,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Ceará,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Minas Gerais,
5,Rio Branco-Brasiléia,1200450,Senador Guiomard ,AC,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Rio de Janeiro,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,165,,,,,,,Maranhão,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,134,,,,,,,Mato Grosso,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,100,,,,,,,Amapá,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,79,,,,,,,Goiás,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,52,,,,,,,Tocantins,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,47,,,,,,,Ceará,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,44,,,,,,,Amazonas,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,13,,,,,,,Santa Catarina,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,12,,,,,,,Distrito Federal,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Sergipe,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,11,,,,,,,Minas Gerais,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Piauí,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,9,,,,,,,São Paulo,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,9,,,,,,,Paraná,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,6,,,,,,,Espírito Santo,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,6,,,,,,,Mato Grosso do Sul,
1,Altamira,1507805,Senador José Porfírio ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,3,,,,,,,Rondônia,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,80,,,,,,,Pará,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,21,,,,,,,Roraima,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,9,,,,,,,Rondônia,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,7,,,,,,,Minas Gerais,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,6,,,,,,,Maranhão,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Distrito Federal,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,3,,,,,,,Mato Grosso,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,3,,,,,,,Goiás,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,3,,,,,,,Brasil sem especificação,
2,Macapá,1600055,Serra do Navio ,AP,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,2,,,,,,,São Paulo,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,39,,,,,,,Amapá,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,10,,,,,,,Santa Catarina,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,9,,,,,,,Maranhão,
6,Salgado-Bragantino,1507102,São Caetano de Odivelas ,PA,,Censo 2022,Principais lugares de residência anterior das pessoas que não residiam na UF 5 anos antes da data de referência do Censo,pessoas,5,,,,,,,Pernambuco,
