Municípios;Código municipal;UF;%
Iraí;4310504;RS;57,62
Iraí de Minas;3131604;MG;87,2
Irajuba;2914208;BA;55,5
Iramaia;2914307;BA;46,88
Iranduba;1301852;AM;76,26
Irani;4207809;SC;76,3
Irapuã;3521507;SP;90,68
Irapuru;3521606;SP;73,83
Iraquara;2914406;BA;33,01
Irará;2914505;BA;45,32
Irati;4110706;PR;82,44
Irati;4207858;SC;41,08
Irauçuba;2306108;CE;64,43
Irecê;2914604;BA;95,15
Iretama;4110805;PR;64,41
Irineópolis;4207908;SC;38,89
Irituia;1503507;PA;28,94
Irupi;3202652;ES;42,45
Isaías Coelho;2204907;PI;28,98
Israelândia;5210307;GO;78,95
Itá;4208005;SC;68,77
Itaara;4310538;RS;80,53
Itabaiana;2506905;PB;84,48
Itabaiana;2802908;SE;83,66
Itabaianinha;2803005;SE;59,32
Itabela;2914653;BA;85,28
Itaberá;3521705;SP;68,51
Itaberaba;2914703;BA;82,22
Itaberaí;5210406;GO;86,83
Itabi;2803104;SE;56,71
Itabira;3131703;MG;93,52
Itabirinha;3131802;MG;80,8
Itabirito;3131901;MG;96,97
Itaboraí;3301900;RJ;98,99
Itabuna;2914802;BA;98,36
Itacajá;1710508;TO;59,94
Itacambira;3132008;MG;36,81
Itacarambi;3132107;MG;77,8
Itacaré;2914901;BA;63,64
Itacoatiara;1301902;AM;70,49
Itacuruba;2607406;PE;73,44
Itacurubi;4310553;RS;45,81
Itaeté;2915007;BA;63,48
Itagi;2915106;BA;76,58
Itagibá;2915205;BA;72,47
Itagimirim;2915304;BA;78,86
Itaguaçu;3202702;ES;58,77
Itaguaçu da Bahia;2915353;BA;31,21
Itaguaí;3302007;RJ;97,94
Itaguajé;4110904;PR;78,22
Itaguara;3132206;MG;80,05
Itaguari;5210562;GO;91,86
Itaguaru;5210604;GO;86,11
Itaguatins;1710706;TO;55,97
Itaí;3521804;SP;82,87
Itaíba;2607505;PE;34,12
Itaiçaba;2306207;CE;63,27
Itainópolis;2205003;PI;27,28
Itaiópolis;4208104;SC;59,21
Itaipava do Grajaú;2105351;MA;43,14
Itaipé;3132305;MG;47,31
Itaipulândia;4110953;PR;70,67
Itaitinga;2306256;CE;81,46
Itaituba;1503606;PA;87
Itajá;2404853;RN;85,48
Itajá;5210802;GO;76,89
Itajaí;4208203;SC;96,79
Itajobi;3521903;SP;88,23
Itaju;3522000;SP;80,9
Itaju do Colônia;2915403;BA;82,56
Itajubá;3132404;MG;89,63
Itajuípe;2915502;BA;82,93
Italva;3302056;RJ;77,74
Itamaraju;2915601;BA;81,05
Itamarandiba;3132503;MG;78,24
Itamarati;1301951;AM;67,67
Itamarati de Minas;3132602;MG;84,07
Itamari;2915700;BA;76,54
Itambacuri;3132701;MG;71,96
Itambaracá;4111001;PR;84,9
Itambé;2607653;PE;91,96
Itambé;2915809;BA;84,2
Itambé;4111100;PR;95,17
Itambé do Mato Dentro;3132800;MG;56,44
Itamogi;3132909;MG;79,33
Itamonte;3133006;MG;75,78
Itanagra;2915908;BA;60,74
Itanhaém;3522109;SP;98,93
Itanhandu;3133105;MG;83,96
Itanhangá;5104542;MT;61,68
Itanhém;2916005;BA;70,52
Itanhomi;3133204;MG;77,88
Itaobim;3133303;MG;78,31
Itaoca;3522158;SP;46,9
Itaocara;3302106;RJ;81,47
Itapaci;5210901;GO;92,46
Itapagipe;3133402;MG;80,51
Itapajé;2306306;CE;75,37
Itaparica;2916104;BA;100
Itapé;2916203;BA;80,16
Itapebi;2916302;BA;79,27
Itapecerica;3133501;MG;83,48
Itapecerica da Serra;3522208;SP;94,52
Itapecuru Mirim;2105401;MA;60,76
Itapejara d'Oeste;4111209;PR;73,86
Itapema;4208302;SC;98,63
Itapemirim;3202801;ES;66,35
Itaperuçu;4111258;PR;83
Itaperuna;3302205;RJ;94,25
Itapetim;2607703;PE;62,77
Itapetinga;2916401;BA;97,01
Itapetininga;3522307;SP;90,34
Itapeva;3133600;MG;70,38
Itapeva;3522406;SP;85,17
Itapevi;3522505;SP;98,45
Itapicuru;2916500;BA;39,96
Itapipoca;2306405;CE;58,48
Itapira;3522604;SP;94,56
Itapiranga;1302009;AM;78,26
Itapiranga;4208401;SC;57
Itapirapuã;5211008;GO;74,1
Itapirapuã Paulista;3522653;SP;45,17
Itapiratins;1710904;TO;66,09
Itapissuma;2607752;PE;98,58
Itapitanga;2916609;BA;62,06
Itapiúna;2306504;CE;51,7
Itapoá;4208450;SC;96,63
Itápolis;3522703;SP;92,9
Itaporã;5004502;MS;63,7
Itaporã do Tocantins;1711100;TO;65,47
Itaporanga;2507002;PB;78,71
Itaporanga;3522802;SP;74,68
Itaporanga d'Ajuda;2803203;SE;47,83
Itapororoca;2507101;PB;68,18
Itapuã do Oeste;1101104;RO;69,21
Itapuca;4310579;RS;28,14
Itapuí;3522901;SP;97,48
Itapura;3523008;SP;84,22
Itapuranga;5211206;GO;82,72
Itaquaquecetuba;3523107;SP;100
Itaquara;2916708;BA;62,05
Itaqui;4310603;RS;89,21
Itaquiraí;5004601;MS;52,75
Itaquitinga;2607802;PE;80,87
Itarana;3202900;ES;52,71
Itarantim;2916807;BA;86,05
Itararé;3523206;SP;94,5
Itarema;2306553;CE;35,75
Itariri;3523305;SP;77,01
Itarumã;5211305;GO;65,94
Itati;4310652;RS;32,45
Itatiaia;3302254;RJ;98,39
Itatiaiuçu;3133709;MG;78,68
Itatiba;3523404;SP;96,31
Itatiba do Sul;4310702;RS;54,21
Itatim;2916856;BA;76,06
Itatinga;3523503;SP;86,04
Itatira;2306603;CE;49,35
Itatuba;2507200;PB;60,06
Itaú;2404903;RN;82,54
Itaú de Minas;3133758;MG;97,47
Itaúba;5104559;MT;81,59
Itaubal;1600253;AP;48,4
Itauçu;5211404;GO;78,84
Itaueira;2205102;PI;61,71
Itaúna;3133808;MG;95,37
Itaúna do Sul;4111308;PR;81,8
Itaverava;3133907;MG;50,6
Itinga;3134004;MG;62,21
Itinga do Maranhão;2105427;MA;75,17
Itiquira;5104609;MT;69,54
Itirapina;3523602;SP;91,95
Itirapuã;3523701;SP;86,87
Itiruçu;2916906;BA;79,26
Itiúba;2917003;BA;38,46
Itobi;3523800;SP;87,14
Itororó;2917102;BA;92,59
Itu;3523909;SP;95,62
Ituaçu;2917201;BA;42,25
Ituberá;2917300;BA;73,94
Itueta;3134103;MG;61,59
Ituiutaba;3134202;MG;96,32
Itumbiara;5211503;GO;96,78
Itumirim;3134301;MG;86,49
Itupeva;3524006;SP;94,7
Itupiranga;1503705;PA;57,4
Ituporanga;4208500;SC;70,34
Iturama;3134400;MG;95,95
Itutinga;3134509;MG;76,45
Ituverava;3524105;SP;97,22
Iuiu;2917334;BA;70,95
Iúna;3203007;ES;61,35
Ivaí;4111407;PR;49,53
Ivaiporã;4111506;PR;90,39
Ivaté;4111555;PR;83,05
Ivatuba;4111605;PR;85,89
Ivinhema;5004700;MS;84,79
Ivolândia;5211602;GO;57,71
Ivorá;4310751;RS;37,84
Ivoti;4310801;RS;92
Jaboatão dos Guararapes;2607901;PE;99,28
Jaborá;4208609;SC;51,69
Jaborandi;2917359;BA;38,59
Jaborandi;3524204;SP;94,87
Jaboti;4111704;PR;64,92
Jaboticaba;4310850;RS;51,79
Jaboticabal;3524303;SP;97,87
Jaboticatubas;3134608;MG;67,86
Jaçanã;2405009;RN;82,36
Jacaraci;2917409;BA;37,84
Jacaraú;2507309;PB;62,65
Jacaré dos Homens;2703403;AL;62,21
Jacareacanga;1503754;PA;42,22
Jacareí;3524402;SP;97,77
Jacarezinho;4111803;PR;93,33
Jaci;3524501;SP;90,99
Jaciara;5104807;MT;90,99
Jacinto;3134707;MG;77,4
Jacinto Machado;4208708;SC;58,95
Jacobina;2917508;BA;85,21
Jacobina do Piauí;2205151;PI;39,36
Jacuí;3134806;MG;61,68
Jacuípe;2703502;AL;74,35
Jacuizinho;4310876;RS;29,46
Jacundá;1503804;PA;89,38
Jacupiranga;3524600;SP;65,7
Jacutinga;3134905;MG;87,43
Jacutinga;4310900;RS;72,74
Jaguapitã;4111902;PR;92,24
Jaguaquara;2917607;BA;82,25
Jaguaraçu;3135001;MG;76,52
Jaguarão;4311007;RS;92,91
Jaguarari;2917706;BA;72,03
Jaguaré;3203056;ES;71,47
Jaguaretama;2306702;CE;51,82
Jaguari;4311106;RS;60,54
Jaguariaíva;4112009;PR;89,1
Jaguaribara;2306801;CE;57,3
Jaguaribe;2306900;CE;69,02
Jaguaripe;2917805;BA;40,76
Jaguariúna;3524709;SP;96,9
Jaguaruana;2307007;CE;60,9
Jaguaruna;4208807;SC;82,79
Jaíba;3135050;MG;57,09
Jaicós;2205201;PI;51,5
Jales;3524808;SP;94,45
Jambeiro;3524907;SP;70,88
Jampruca;3135076;MG;60,45
Janaúba;3135100;MG;91,44
Jandaia;5211701;GO;67,12
Jandaia do Sul;4112108;PR;92,42
Jandaíra;2405108;RN;60,03
Jandaíra;2917904;BA;63,62
Jandira;3525003;SP;100
Janduís;2405207;RN;77,05
Jangada;5104906;MT;49,77
Janiópolis;4112207;PR;68,07
Januária;3135209;MG;67,4
Januário Cicco;2405306;RN;45,43
Japaraíba;3135308;MG;80,89
Japaratinga;2703601;AL;62,37
Japaratuba;2803302;SE;64,66
Japeri;3302270;RJ;98,87
Japi;2405405;RN;80,24
Japira;4112306;PR;60,16
Japoatã;2803401;SE;34,13
Japonvar;3135357;MG;45,27
Japorã;5004809;MS;23,56
Japurá;1302108;AM;56,39
Japurá;4112405;PR;93,36
Jaqueira;2607950;PE;66,02
Jaquirana;4311122;RS;65,39
Jaraguá;5211800;GO;86,87
Jaraguá do Sul;4208906;SC;93,92
Jaraguari;5004908;MS;35,47
Jaramataia;2703700;AL;50,89
Jardim;2307106;CE;37,15
Jardim;5005004;MS;93,9
Jardim Alegre;4112504;PR;67,74
Jardim de Angicos;2405504;RN;37,01
Jardim de Piranhas;2405603;RN;83,1
Jardim do Mulato;2205250;PI;31,17
Jardim do Seridó;2405702;RN;84,17
Jardim Olinda;4112603;PR;69,25
Jardinópolis;3525102;SP;93,21
Jardinópolis;4208955;SC;60,14
Jari;4311130;RS;27,26
Jarinu;3525201;SP;87,46
Jaru;1100114;RO;78,68
Jataí;5211909;GO;94,27
Jataizinho;4112702;PR;93,72
Jataúba;2608008;PE;64,09
Jateí;5005103;MS;54,91
Jati;2307205;CE;62,31
Jatobá;2105450;MA;47,13
Jatobá;2608057;PE;59,69
Jatobá do Piauí;2205276;PI;21,25
Jaú;3525300;SP;98,24
Jaú do Tocantins;1711506;TO;40,28
Jaupaci;5212006;GO;75,79
Jauru;5105002;MT;66,45
Jeceaba;3135407;MG;64,37
Jenipapo de Minas;3135456;MG;54,07
Jenipapo dos Vieiras;2105476;MA;16,47
Jequeri;3135506;MG;64,71
Jequiá da Praia;2703759;AL;44,82
Jequié;2918001;BA;92,58
Jequitaí;3135605;MG;77,42
Jequitibá;3135704;MG;45,15
Jequitinhonha;3135803;MG;74,53
Jeremoabo;2918100;BA;52,43
Jericó;2507408;PB;71,58
Jeriquara;3525409;SP;88,33
Jerônimo Monteiro;3203106;ES;78,49
Jerumenha;2205300;PI;54,88
Jesuânia;3135902;MG;65,24
Jesuítas;4112751;PR;80,56
Jesúpolis;5212055;GO;86,53
Ji-Paraná;1100122;RO;90,87
Jijoca de Jericoacoara;2307254;CE;52
Jiquiriçá;2918209;BA;46,89
Jitaúna;2918308;BA;71,27
Joaçaba;4209003;SC;93,41
Joaíma;3136009;MG;71,72
Joanésia;3136108;MG;41,4
Joanópolis;3525508;SP;72,56
João Alfredo;2608107;PE;58,82
João Câmara;2405801;RN;67,77
João Costa;2205359;PI;28,45
João Dias;2405900;RN;63,29
João Dourado;2918357;BA;76,71
João Lisboa;2105500;MA;68,7
João Monlevade;3136207;MG;99,92
João Neiva;3203130;ES;82,48
João Pessoa;2507507;PB;99,93
João Pinheiro;3136306;MG;83,65
João Ramalho;3525607;SP;88,4
Joaquim Felício;3136405;MG;65,23
Joaquim Gomes;2703809;AL;66,67
Joaquim Nabuco;2608206;PE;80,41
Joaquim Pires;2205409;PI;32,69
Joaquim Távora;4112801;PR;78,97
Joca Claudino;2513653;PB;37,73
Joca Marques;2205458;PI;36,74
Jóia;4311155;RS;30,76
Joinville;4209102;SC;96,91
Jordânia;3136504;MG;75,85
Jordão;1200328;AC;39,84
José Boiteux;4209151;SC;38,71
José Bonifácio;3525706;SP;92,79
José da Penha;2406007;RN;53,18
José de Freitas;2205508;PI;64,26
José Gonçalves de Minas;3136520;MG;34,85
José Raydan;3136553;MG;48,41
Joselândia;2105609;MA;48,26
Josenópolis;3136579;MG;67,49
Joviânia;5212105;GO;92,16
Juara;5105101;MT;80,39
Juarez Távora;2507606;PB;77,31
Juarina;1711803;TO;53,99
Juatuba;3136652;MG;98,11
Juazeirinho;2507705;PB;54,91
Juazeiro;2918407;BA;85,21
Juazeiro do Norte;2307304;CE;96,7
Juazeiro do Piauí;2205516;PI;34,25
Jucás;2307403;CE;61,99
Jucati;2608255;PE;45,58
Jucuruçu;2918456;BA;46,83
Jucurutu;2406106;RN;66,16
Juína;5105150;MT;80,3
Juiz de Fora;3136702;MG;98,89
Júlio Borges;2205524;PI;35,52
Júlio de Castilhos;4311205;RS;84,81
Júlio Mesquita;3525805;SP;93,51
Jumirim;3525854;SP;65,71
Junco do Maranhão;2105658;MA;58,61
Junco do Seridó;2507804;PB;67,17
Jundiá;2406155;RN;22,49
Jundiá;2703908;AL;77,39
Jundiaí;3525904;SP;96,86
Jundiaí do Sul;4112900;PR;62,92
Junqueiro;2704005;AL;48,99
Junqueirópolis;3526001;SP;92,71
Jupi;2608305;PE;65,38
Jupiá;4209177;SC;58,36
Juquiá;3526100;SP;66,98
Juquitiba;3526209;SP;57,27
Juramento;3136801;MG;60,38
Juranda;4112959;PR;83,66
Jurema;2205532;PI;16,38
Jurema;2608404;PE;79,6
Juripiranga;2507903;PB;92,99
Juru;2508000;PB;50,3
Juruá;1302207;AM;67,17
Juruaia;3136900;MG;56,89
Juruena;5105176;MT;73,17
Juruti;1503903;PA;58,55
Juscimeira;5105200;MT;68,41
Jussara;2918506;BA;61,73
Jussara;4113007;PR;92
Jussara;5212204;GO;82,07
Jussari;2918555;BA;73,64
Jussiape;2918605;BA;43,05
Jutaí;1302306;AM;64,21
Juti;5005152;MS;73,1
Juvenília;3136959;MG;75,9
Kaloré;4113106;PR;76,76
Lábrea;1302405;AM;60,92
Lacerdópolis;4209201;SC;54,98
Ladainha;3137007;MG;32,44
Ladário;5005202;MS;97,24
Lafaiete Coutinho;2918704;BA;59,14
Lagamar;3137106;MG;70,49
Lagarto;2803500;SE;74,27
Lages;4209300;SC;97,74
Lago da Pedra;2105708;MA;69,78
Lago do Junco;2105807;MA;44,19
Lago dos Rodrigues;2105948;MA;56,89
Lago Verde;2105906;MA;35,66
Lagoa;2508109;PB;63,67
Lagoa Alegre;2205557;PI;41,17
Lagoa Bonita do Sul;4311239;RS;20,57
Lagoa d'Anta;2406205;RN;70,3
Lagoa da Canoa;2704104;AL;53,11
Lagoa da Confusão;1711902;TO;75,27
Lagoa da Prata;3137205;MG;98,48
Lagoa de Dentro;2508208;PB;64,18
Lagoa de Itaenga;2608503;PE;83,29
Lagoa de Pedras;2406304;RN;29,33
Lagoa de São Francisco;2205573;PI;32,11
Lagoa de Velhos;2406403;RN;69,89
Lagoa do Barro do Piauí;2205565;PI;30,31
Lagoa do Carro;2608453;PE;76,12
Lagoa do Mato;2105922;MA;47,16
Lagoa do Ouro;2608602;PE;57,12
Lagoa do Piauí;2205581;PI;57,17
Lagoa do Sítio;2205599;PI;39,93
Lagoa do Tocantins;1711951;TO;71,39
Lagoa dos Gatos;2608701;PE;66,62
Lagoa dos Patos;3137304;MG;78,93
Lagoa dos Três Cantos;4311270;RS;64,79
Lagoa Dourada;3137403;MG;57,67
Lagoa Formosa;3137502;MG;80,04
Lagoa Grande;2608750;PE;70,56
Lagoa Grande;3137536;MG;80,67
Lagoa Grande do Maranhão;2105963;MA;66,44
Lagoa Nova;2406502;RN;48,4
Lagoa Real;2918753;BA;26,56
Lagoa Salgada;2406601;RN;68
Lagoa Santa;3137601;MG;98,63
Lagoa Santa;5212253;GO;76,83
Lagoa Seca;2508307;PB;54,1
Lagoa Vermelha;4311304;RS;88,91
Lagoão;4311254;RS;35,37
Lagoinha;3526308;SP;62,4
Lagoinha do Piauí;2205540;PI;61,45
Laguna;4209409;SC;95,37
Laguna Carapã;5005251;MS;49,83
Laje;2918803;BA;35,01
Laje do Muriaé;3302304;RJ;76,88
Lajeado;1712009;TO;72,48
Lajeado;4311403;RS;99,66
Lajeado do Bugre;4311429;RS;32,49
Lajeado Grande;4209458;SC;50,41
Lajeado Novo;2105989;MA;51,1
Lajedão;2918902;BA;63,02
Lajedinho;2919009;BA;37,23
Lajedo;2608800;PE;80,58
Lajedo do Tabocal;2919058;BA;64,32
Lajes;2406700;RN;80,46
Lajes Pintadas;2406809;RN;51,28
Lajinha;3137700;MG;63,55
Lamarão;2919108;BA;24,93
Lambari;3137809;MG;77,83
Lambari D'Oeste;5105234;MT;61,86
Lamim;3137908;MG;48,24
Landri Sales;2205607;PI;73,87
Lapa;4113205;PR;61,03
Lapão;2919157;BA;63,93
Laranja da Terra;3203163;ES;34,48
Laranjal;3138005;MG;77,36
Laranjal;4113254;PR;41,68
Laranjal do Jari;1600279;AP;91,94
Laranjal Paulista;3526407;SP;88,56
Laranjeiras;2803609;SE;92,95
Laranjeiras do Sul;4113304;PR;84,35
Lassance;3138104;MG;59,94
Lastro;2508406;PB;45,22
Laurentino;4209508;SC;77,52
Lauro de Freitas;2919207;BA;99,97
Lauro Müller;4209607;SC;80,94
Lavandeira;1712157;TO;65,74
Lavínia;3526506;SP;43,12
Lavras;3138203;MG;95,62
Lavras da Mangabeira;2307502;CE;61,17
Lavras do Sul;4311502;RS;81,78
Lavrinhas;3526605;SP;92,66
Leandro Ferreira;3138302;MG;71,02
Lebon Régis;4209706;SC;68,41
Leme;3526704;SP;98,24
Leme do Prado;3138351;MG;58,35
Lençóis;2919306;BA;79,71
Lençóis Paulista;3526803;SP;97,51
Leoberto Leal;4209805;SC;29,16
Leopoldina;3138401;MG;91,38
Leopoldo de Bulhões;5212303;GO;59,65
Leópolis;4113403;PR;66,02
Liberato Salzano;4311601;RS;34,05
Liberdade;3138500;MG;73,4
Licínio de Almeida;2919405;BA;53,9
Lidianópolis;4113429;PR;69,68
Lima Campos;2106003;MA;61,36
Lima Duarte;3138609;MG;84,36
Limeira;3526902;SP;96,98
Limeira do Oeste;3138625;MG;83,78
Limoeiro;2608909;PE;80,98
Limoeiro de Anadia;2704203;AL;35,36
Limoeiro do Ajuru;1504000;PA;29,54
Limoeiro do Norte;2307601;CE;73,06
Lindoeste;4113452;PR;61,99
Lindóia;3527009;SP;85,97
Lindóia do Sul;4209854;SC;54,23
Lindolfo Collor;4311627;RS;83,99
Linha Nova;4311643;RS;26,08
Linhares;3203205;ES;88,62
Lins;3527108;SP;98,83
Livramento;2508505;PB;55,05
Livramento de Nossa Senhora;2919504;BA;54,22
Lizarda;1712405;TO;72,82
Loanda;4113502;PR;92,8
Lobato;4113601;PR;92,33
Logradouro;2508554;PB;73,57
Londrina;4113700;PR;97,19
Lontra;3138658;MG;70,77
Lontras;4209904;SC;77,54
Lorena;3527207;SP;97,26
Loreto;2106102;MA;59,87
Lourdes;3527256;SP;86,26
Louveira;3527306;SP;95,81
Lucas do Rio Verde;5105259;MT;96,21
Lucélia;3527405;SP;83,02
Lucena;2508604;PB;87,2
Lucianópolis;3527504;SP;81,07
Luciara;5105309;MT;74,09
Lucrécia;2406908;RN;66,02
Luís Antônio;3527603;SP;98
Luís Correia;2205706;PI;46,46
Luís Domingues;2106201;MA;86,58
Luís Eduardo Magalhães;2919553;BA;97,18
Luís Gomes;2407005;RN;71,69
Luisburgo;3138674;MG;33,97
Luislândia;3138682;MG;50,79
Luiz Alves;4210001;SC;47,65
Luiziana;4113734;PR;74,48
Luiziânia;3527702;SP;91,13
Luminárias;3138708;MG;76,82
Lunardelli;4113759;PR;78,53
Lupércio;3527801;SP;90,48
Lupionópolis;4113809;PR;93,41
Lutécia;3527900;SP;79,33
Luz;3138807;MG;92,03
Luzerna;4210035;SC;71,88
Luziânia;5212501;GO;96,17
Luzilândia;2205805;PI;55,99
Luzinópolis;1712454;TO;73,61
Macaé;3302403;RJ;97,3
Macaíba;2407104;RN;77,48
Macajuba;2919603;BA;63,43
Maçambará;4311718;RS;26,92
Macambira;2803708;SE;54,86
Macapá;1600303;AP;94,55
Macaparana;2609006;PE;75,93
Macarani;2919702;BA;75,67
Macatuba;3528007;SP;97,07
Macau;2407203;RN;80,19
Macaubal;3528106;SP;89,48
Macaúbas;2919801;BA;46,7
Macedônia;3528205;SP;73,78
Maceió;2704302;AL;99,97
Machacalis;3138906;MG;79,64
Machadinho;4311700;RS;67,74
Machadinho D'Oeste;1100130;RO;54,17
Machado;3139003;MG;83,53
Machados;2609105;PE;75,43
Macieira;4210050;SC;40,89
Macuco;3302452;RJ;91,02
Macururé;2919900;BA;36,99
Madalena;2307635;CE;59,71
Madeiro;2205854;PI;43,77
Madre de Deus;2919926;BA;100
Madre de Deus de Minas;3139102;MG;80,14
Mãe d'Água;2508703;PB;45,46
Mãe do Rio;1504059;PA;81,02
Maetinga;2919959;BA;48,06
Mafra;4210100;SC;80,6
Magalhães Barata;1504109;PA;47,53
Magalhães de Almeida;2106300;MA;55,1
Magda;3528304;SP;83,67
Magé;3302502;RJ;98,82
Maiquinique;2920007;BA;80,4
Mairi;2920106;BA;64,73
Mairinque;3528403;SP;92,94
Mairiporã;3528502;SP;90,19
Mairipotaba;5212600;GO;66,85
Major Gercino;4210209;SC;34,32
Major Isidoro;2704401;AL;55,84
Major Sales;2407252;RN;84,43
Major Vieira;4210308;SC;42,22
Malacacheta;3139201;MG;70,97
Malhada;2920205;BA;55,12
Malhada de Pedras;2920304;BA;40,82
Malhada dos Bois;2803807;SE;40,07
Malhador;2803906;SE;52,18
Mallet;4113908;PR;60,81
Malta;2508802;PB;89,78
Mamanguape;2508901;PB;82,67
Mambaí;5212709;GO;75,52
Mamborê;4114005;PR;80,81
Mamonas;3139250;MG;58,33
Mampituba;4311734;RS;26,32
Manacapuru;1302504;AM;65,13
Manaíra;2509008;PB;65,25
Manaquiri;1302553;AM;38,6
Manari;2609154;PE;23,05
Manaus;1302603;AM;99,03
Mâncio Lima;1200336;AC;65,96
Mandaguaçu;4114104;PR;95,9
Mandaguari;4114203;PR;95,43
Mandirituba;4114302;PR;45,27
Manduri;3528601;SP;87,46
Manfrinópolis;4114351;PR;28,99
Manga;3139300;MG;69,94
Mangaratiba;3302601;RJ;94,58
Mangueirinha;4114401;PR;60,01
Manhuaçu;3139409;MG;81,61
Manhumirim;3139508;MG;80,17
Manicoré;1302702;AM;56,93
Manoel Emídio;2205904;PI;70,05
Manoel Ribas;4114500;PR;58,63
Manoel Urbano;1200344;AC;56,06
Manoel Viana;4311759;RS;76,02
Manoel Vitorino;2920403;BA;55,12
Mansidão;2920452;BA;41,93
Mantena;3139607;MG;83,48
Mantenópolis;3203304;ES;70,2
Maquiné;4311775;RS;34,73
Mar de Espanha;3139805;MG;95
Mar Vermelho;2704906;AL;48,27
Mara Rosa;5212808;GO;77,48
Maraã;1302801;AM;51,04
Marabá;1504208;PA;89,94
Marabá Paulista;3528700;SP;37,72
Maracaçumé;2106326;MA;83,31
Maracaí;3528809;SP;91,16
Maracajá;4210407;SC;81,88
Maracaju;5005400;MS;91,11
Maracanã;1504307;PA;41,63
Maracanaú;2307650;CE;98,48
Maracás;2920502;BA;78,86
Maragogi;2704500;AL;78,97
Maragogipe;2920601;BA;59,51
Maraial;2609204;PE;73,92
Marajá do Sena;2106359;MA;21,32
Maranguape;2307700;CE;84,04
Maranhãozinho;2106375;MA;56,97
Marapanim;1504406;PA;57,39
Marapoama;3528858;SP;89,09
Maratá;4311791;RS;35,59
Marataízes;3203320;ES;82,29
Marau;4311809;RS;90,6
Maraú;2920700;BA;49,35
Maravilha;2704609;AL;53,62
Maravilha;4210506;SC;83,83
Maravilhas;3139706;MG;69,79
Marcação;2509057;PB;35,32
Marcelândia;5105580;MT;71,17
Marcelino Ramos;4311908;RS;54,1
Marcelino Vieira;2407302;RN;62,91
Marcionílio Souza;2920809;BA;55,92
Marco;2307809;CE;65,01
Marcolândia;2205953;PI;86,82
Marcos Parente;2206001;PI;85,61
Marechal Cândido Rondon;4114609;PR;86,08
Marechal Deodoro;2704708;AL;97,96
Marechal Floriano;3203346;ES;50,47
Marechal Thaumaturgo;1200351;AC;34,48
Marema;4210555;SC;40,34
Mari;2509107;PB;83,22
Maria da Fé;3139904;MG;66,75
Maria Helena;4114708;PR;73,45
Marialva;4114807;PR;87,02
Mariana;3140001;MG;92,46
Mariana Pimentel;4311981;RS;16,68
Mariano Moro;4312005;RS;60,93
Marianópolis do Tocantins;1712504;TO;55,93
Mariápolis;3528908;SP;86,11
Maribondo;2704807;AL;74,03
Maricá;3302700;RJ;99,06
Marilac;3140100;MG;83,17
Marilândia;3203353;ES;66,76
Marilândia do Sul;4114906;PR;79,64
Marilena;4115002;PR;79,55
Marília;3529005;SP;98,85
Mariluz;4115101;PR;85,88
Maringá;4115200;PR;99,4
Marinópolis;3529104;SP;80,65
Mário Campos;3140159;MG;97,05
Mariópolis;4115309;PR;73,36
Maripá;4115358;PR;66,5
Maripá de Minas;3140209;MG;83,94
Marituba;1504422;PA;99,73
Marizópolis;2509156;PB;85,12
Marliéria;3140308;MG;68,97
Marmeleiro;4115408;PR;70,93
Marmelópolis;3140407;MG;52,84
Marques de Souza;4312054;RS;43,06
Marquinho;4115457;PR;32,82
Martinho Campos;3140506;MG;86,47
Martinópole;2307908;CE;73,95
Martinópolis;3529203;SP;85,66
Martins;2407401;RN;74,02
Martins Soares;3140530;MG;55,25
Maruim;2804003;SE;88,63
Marumbi;4115507;PR;90,02
Marzagão;5212907;GO;88,94
Mascote;2920908;BA;82,25
Massapê;2308005;CE;68,31
Massapê do Piauí;2206050;PI;18,03
Massaranduba;2509206;PB;60,45
Massaranduba;4210605;SC;55,18
Mata;4312104;RS;59,34
Mata de São João;2921005;BA;81,91
Mata Grande;2705002;AL;26,47
Mata Roma;2106409;MA;51,54
Mata Verde;3140555;MG;82,18
Matão;3529302;SP;98,18
Mataraca;2509305;PB;86,88
Mateiros;1712702;TO;56,48
Matelândia;4115606;PR;77,26
Materlândia;3140605;MG;44,59
Mateus Leme;3140704;MG;93,69
Mathias Lobato;3171501;MG;88,02
Matias Barbosa;3140803;MG;94,32
Matias Cardoso;3140852;MG;58,32
Matias Olímpio;2206100;PI;49,42
Matina;2921054;BA;38,46
Matinha;2106508;MA;38,57
Matinhas;2509339;PB;23,54
Matinhos;4115705;PR;99,13
Matipó;3140902;MG;82,42
Mato Castelhano;4312138;RS;28,79
Mato Grosso;2509370;PB;50,22
Mato Leitão;4312153;RS;42,66
Mato Queimado;4312179;RS;38,77
Mato Rico;4115739;PR;28,1
Mato Verde;3141009;MG;74,82
Matões;2106607;MA;50,51
Matões do Norte;2106631;MA;47,86
Matos Costa;4210704;SC;54,11
Matozinhos;3141108;MG;98,57
Matrinchã;5212956;GO;73,85
Matriz de Camaragibe;2705101;AL;91,6
Matupá;5105606;MT;80,29
Maturéia;2509396;PB;73,79
Matutina;3141207;MG;73,83
Mauá;3529401;SP;99,69
Mauá da Serra;4115754;PR;87,62
Maués;1302900;AM;47,7
Maurilândia;5213004;GO;96,68
Maurilândia do Tocantins;1712801;TO;59,26
Mauriti;2308104;CE;54,26
Maxaranguape;2407500;RN;70,64
